Date,Adj Close,Close,High,Low,Open,Volume
2024-01-04,1551.3680419921875,1568.0,1588.0,1563.0,1577.0,90087
2024-01-05,1554.880126953125,1571.550048828125,1588.0,1560.0,1574.0,106308
2024-01-08,1512.2373046875,1528.449951171875,1581.300048828125,1514.9000244140625,1576.0,149689
2024-01-09,1486.0184326171875,1501.949951171875,1552.5,1493.0,1538.0,134992
2024-01-10,1481.5167236328125,1497.4000244140625,1516.949951171875,1484.4000244140625,1508.699951171875,112881
2024-01-11,1513.1279296875,1529.3499755859375,1539.9000244140625,1493.0,1500.949951171875,118455
2024-01-12,1506.4495849609375,1522.5999755859375,1552.8499755859375,1515.3499755859375,1535.0,92007
2024-01-15,1506.4495849609375,1522.5999755859375,1522.5999755859375,1522.5999755859375,1522.5999755859375,0
2024-01-16,1488.54150390625,1504.5,1522.0,1484.050048828125,1506.0,106195
2024-01-17,1458.3651123046875,1474.0,1510.9000244140625,1470.050048828125,1489.0,113968
2024-01-18,1471.128173828125,1486.9000244140625,1493.949951171875,1438.0,1482.0,101337
2024-01-19,1483.099853515625,1499.0,1504.449951171875,1486.949951171875,1494.9000244140625,51107
2024-01-23,1429.5736083984375,1444.9000244140625,1489.5,1441.0,1484.949951171875,96982
2024-01-24,1427.9412841796875,1443.25,1454.5999755859375,1425.0,1440.050048828125,57192
2024-01-25,1426.704345703125,1442.0,1464.300048828125,1435.0,1438.949951171875,58366
2024-01-29,1410.775146484375,1425.9000244140625,1453.5,1419.0999755859375,1442.050048828125,76830
2024-01-30,1389.800048828125,1404.699951171875,1438.550048828125,1401.0,1431.550048828125,89887
2024-01-31,1477.7076416015625,1493.550048828125,1507.0,1401.0,1402.0,333297
2024-02-01,1462.767822265625,1478.449951171875,1503.949951171875,1462.0,1496.0,69802
2024-02-02,1445.947998046875,1461.449951171875,1499.0,1455.800048828125,1489.0,72332
2024-02-05,1385.14990234375,1400.0,1460.0,1394.0,1458.0,222174
2024-02-06,1389.75048828125,1404.6500244140625,1420.0,1395.800048828125,1409.949951171875,90278
2024-02-07,1393.312255859375,1408.25,1424.8499755859375,1400.050048828125,1400.050048828125,68272
2024-02-08,1357.5458984375,1372.0999755859375,1413.699951171875,1370.0,1409.0,127592
2024-02-09,1390.7894287109375,1405.699951171875,1427.699951171875,1381.0999755859375,1395.5,196945
2024-02-12,1382.417236328125,1395.25,1430.0,1386.050048828125,1430.0,87968
2024-02-13,1383.1602783203125,1396.0,1406.449951171875,1376.0,1399.9000244140625,60199
2024-02-14,1369.140380859375,1381.8499755859375,1394.949951171875,1373.300048828125,1380.1500244140625,105861
2024-02-15,1378.107177734375,1390.9000244140625,1414.550048828125,1385.699951171875,1400.0,65908
2024-02-16,1379.5438232421875,1392.3499755859375,1408.949951171875,1387.1500244140625,1403.949951171875,71213
2024-02-19,1388.7086181640625,1401.5999755859375,1424.0,1397.75,1413.9000244140625,114072
2024-02-20,1393.51416015625,1406.449951171875,1414.9000244140625,1401.8499755859375,1414.9000244140625,84892
2024-02-21,1452.1199951171875,1465.5999755859375,1477.050048828125,1412.449951171875,1422.8499755859375,276292
2024-02-22,1438.645263671875,1452.0,1480.550048828125,1426.1500244140625,1478.449951171875,149889
2024-02-23,1454.498046875,1468.0,1474.800048828125,1456.199951171875,1459.949951171875,180134
2024-02-26,1452.02099609375,1465.5,1483.300048828125,1445.0,1468.25,104863
2024-02-27,1447.612060546875,1461.050048828125,1475.0,1452.050048828125,1464.4000244140625,73771
2024-02-28,1406.642333984375,1419.699951171875,1469.699951171875,1408.0,1464.4000244140625,68388
2024-02-29,1400.4002685546875,1413.4000244140625,1423.300048828125,1402.0,1409.050048828125,62918
2024-03-01,1387.618896484375,1400.5,1418.8499755859375,1397.75,1414.699951171875,75346
2024-03-04,1377.0667724609375,1389.8499755859375,1422.800048828125,1387.050048828125,1419.699951171875,74596
2024-03-05,1394.306884765625,1407.25,1426.050048828125,1385.1500244140625,1392.4000244140625,193573
2024-03-06,1366.5146484375,1379.199951171875,1406.6500244140625,1366.0,1406.6500244140625,102690
2024-03-07,1362.6011962890625,1375.25,1400.9000244140625,1371.050048828125,1386.949951171875,70821
2024-03-11,1331.4404296875,1343.800048828125,1378.5999755859375,1340.0,1375.050048828125,103414
2024-03-12,1324.257080078125,1336.550048828125,1354.199951171875,1314.0,1343.800048828125,110285
2024-03-13,1278.28369140625,1290.1500244140625,1346.699951171875,1285.0,1339.949951171875,125540
2024-03-14,1289.4798583984375,1301.449951171875,1322.0,1277.199951171875,1290.1500244140625,185968
2024-03-15,1287.3001708984375,1299.25,1333.0,1296.5999755859375,1309.0,139567
2024-03-18,1275.806884765625,1287.6500244140625,1313.8499755859375,1280.050048828125,1310.0,116183
2024-03-19,1292.353271484375,1304.3499755859375,1315.0,1286.050048828125,1288.0,84913
2024-03-20,1288.8359375,1300.800048828125,1327.0,1280.0,1305.0,86002
2024-03-21,1284.922119140625,1296.8499755859375,1317.9000244140625,1295.0,1300.0,80543
2024-03-22,1295.276123046875,1307.300048828125,1322.8499755859375,1298.0,1300.0,87200
2024-03-26,1301.964111328125,1314.050048828125,1318.800048828125,1290.050048828125,1307.300048828125,177336
2024-03-27,1335.8494873046875,1348.25,1355.5,1307.199951171875,1322.800048828125,242499
2024-03-28,1317.123291015625,1329.3499755859375,1360.0,1316.1500244140625,1356.0,226251
2024-04-01,1335.2550048828125,1347.6500244140625,1354.800048828125,1330.0,1330.0,97294
2024-04-02,1316.2315673828125,1328.449951171875,1373.0,1326.0,1364.949951171875,171376
2024-04-03,1330.7962646484375,1343.1500244140625,1359.9000244140625,1326.5,1328.0,88048
2024-04-04,1323.66259765625,1335.949951171875,1359.4000244140625,1334.0,1350.0,100974
2024-04-05,1336.3944091796875,1348.800048828125,1353.5,1337.0,1339.0,90070
2024-04-08,1322.6717529296875,1334.949951171875,1357.699951171875,1330.9000244140625,1350.0,124422
2024-04-09,1313.1600341796875,1325.3499755859375,1339.9000244140625,1321.0,1334.949951171875,86655
2024-04-10,1347.838134765625,1360.3499755859375,1369.0,1322.25,1328.0,215959
2024-04-12,1346.005126953125,1358.5,1389.0,1353.0,1358.0,149287
2024-04-15,1306.373046875,1318.5,1349.699951171875,1309.199951171875,1315.0,161467
2024-04-16,1322.91943359375,1335.199951171875,1344.3499755859375,1313.8499755859375,1313.9000244140625,58175
2024-04-18,1301.2703857421875,1313.3499755859375,1343.0,1308.699951171875,1339.300048828125,73323
2024-04-19,1285.8138427734375,1297.75,1322.4000244140625,1292.1500244140625,1309.699951171875,157706
2024-04-22,1292.799072265625,1304.800048828125,1316.9000244140625,1300.050048828125,1300.9000244140625,70111
2024-04-23,1288.2413330078125,1300.199951171875,1316.9000244140625,1297.1500244140625,1310.0,117856
2024-04-24,1287.7955322265625,1299.75,1320.0,1298.0,1309.8499755859375,108467
2024-04-25,1300.62646484375,1312.699951171875,1318.8499755859375,1300.9000244140625,1300.9000244140625,57308
2024-04-26,1300.8741455078125,1312.949951171875,1323.9000244140625,1299.699951171875,1323.0,101345
2024-04-29,1310.9803466796875,1323.1500244140625,1333.0,1311.0999755859375,1333.0,87408
2024-04-30,1308.552734375,1320.699951171875,1344.0,1318.0,1323.9000244140625,158384
2024-05-02,1298.843017578125,1310.9000244140625,1328.8499755859375,1306.0,1328.8499755859375,68467
2024-05-03,1290.817626953125,1302.800048828125,1329.0,1300.0,1314.9000244140625,65366
2024-05-06,1291.85791015625,1303.8499755859375,1317.949951171875,1302.9000244140625,1316.0,46223
2024-05-07,1289.4798583984375,1301.449951171875,1310.0,1293.050048828125,1309.949951171875,52258
2024-05-08,1281.80126953125,1293.699951171875,1308.0,1290.0,1308.0,49262
2024-05-09,1278.7791748046875,1290.6500244140625,1303.449951171875,1287.0,1300.0,49624
2024-05-10,1280.85986328125,1292.75,1300.0,1284.449951171875,1300.0,40317
2024-05-13,1266.9390869140625,1278.699951171875,1296.8499755859375,1277.199951171875,1291.050048828125,80902
2024-05-14,1275.4105224609375,1287.25,1299.9000244140625,1276.0,1279.0,79282
2024-05-15,1315.3399658203125,1327.550048828125,1336.5,1292.550048828125,1300.949951171875,221241
2024-05-16,1337.8310546875,1350.25,1362.050048828125,1334.800048828125,1336.9000244140625,244355
2024-05-17,1333.4715576171875,1345.8499755859375,1360.050048828125,1333.0,1359.0,81435
2024-05-21,1322.6221923828125,1334.9000244140625,1339.800048828125,1320.0,1338.5999755859375,75389
2024-05-22,1381.674072265625,1394.5,1398.0,1335.0,1336.0,375361
2024-05-23,1399.55810546875,1412.550048828125,1421.4000244140625,1394.5,1404.8499755859375,203130
2024-05-24,1359.3314208984375,1371.949951171875,1414.0,1368.199951171875,1413.1500244140625,113085
2024-05-27,1360.8671875,1373.5,1388.5999755859375,1341.5,1371.949951171875,134955
2024-05-28,1345.95556640625,1358.449951171875,1378.0999755859375,1352.199951171875,1373.3499755859375,68503
2024-05-29,1327.1302490234375,1339.449951171875,1356.5,1335.0,1356.5,41660
2024-05-30,1320.541748046875,1332.800048828125,1345.0,1325.0,1338.050048828125,48056
2024-05-31,1294.3843994140625,1306.4000244140625,1339.0,1301.0,1334.050048828125,70591
2024-06-03,1291.65966796875,1303.6500244140625,1342.0,1301.0999755859375,1342.0,86796
2024-06-04,1266.59228515625,1278.3499755859375,1314.0,1243.0,1305.8499755859375,156441
2024-06-05,1286.7552490234375,1298.699951171875,1313.1500244140625,1270.0,1283.0,74551
2024-06-06,1290.520263671875,1302.5,1321.0,1299.449951171875,1299.449951171875,109605
2024-06-07,1308.0572509765625,1320.199951171875,1329.0,1303.199951171875,1305.0999755859375,213183
2024-06-10,1312.268310546875,1324.449951171875,1349.0,1318.5,1333.0,114185
2024-06-11,1357.894775390625,1370.5,1388.0,1331.300048828125,1347.3499755859375,244705
2024-06-12,1363.443359375,1376.0999755859375,1392.9000244140625,1362.800048828125,1373.0,114998
2024-06-13,1358.192138671875,1370.800048828125,1387.3499755859375,1363.0,1376.5,62002
2024-06-14,1337.8310546875,1350.25,1380.0,1348.0,1379.0,99630
2024-06-18,1350.959228515625,1363.5,1371.449951171875,1339.0,1360.0,97191
2024-06-19,1381.2777099609375,1394.0999755859375,1409.949951171875,1360.800048828125,1364.0,357661
2024-06-20,1430.322509765625,1443.5999755859375,1465.25,1402.0,1408.0,662404
2024-06-21,1439.23974609375,1452.5999755859375,1485.0,1440.0,1480.0,304882
2024-06-24,1451.8228759765625,1465.300048828125,1479.0,1415.550048828125,1445.0,272633
2024-06-25,1447.5128173828125,1460.949951171875,1470.5999755859375,1434.0,1465.300048828125,153327
2024-06-26,1418.2841796875,1431.449951171875,1460.0,1429.0,1460.0,93582
2024-06-27,1398.4681396484375,1411.449951171875,1445.449951171875,1398.1500244140625,1431.449951171875,122569
2024-06-28,1417.4420166015625,1430.5999755859375,1448.699951171875,1403.0,1412.3499755859375,92351
2024-07-01,1464.25732421875,1477.8499755859375,1500.0,1446.0999755859375,1454.0,338517
2024-07-02,1501.4620361328125,1515.4000244140625,1550.0,1474.1500244140625,1487.0,542992
2024-07-03,1484.1724853515625,1497.949951171875,1532.0,1492.199951171875,1524.699951171875,142384
2024-07-04,1468.31982421875,1481.949951171875,1512.9000244140625,1467.0999755859375,1502.949951171875,127160
2024-07-05,1496.4091796875,1510.300048828125,1525.5,1475.0,1481.949951171875,220338
2024-07-08,1498.7374267578125,1512.6500244140625,1519.949951171875,1480.050048828125,1514.0,146284
2024-07-09,1474.561767578125,1488.25,1517.949951171875,1480.0,1513.0,92826
2024-07-10,1445.580810546875,1459.0,1494.0,1446.25,1494.0,111929
2024-07-11,1487.9871826171875,1501.800048828125,1504.5999755859375,1440.050048828125,1460.9000244140625,164258
2024-07-12,1479.7139892578125,1493.449951171875,1530.0,1487.0,1518.8499755859375,168832
2024-07-15,1464.1583251953125,1477.75,1493.449951171875,1464.050048828125,1493.449951171875,73270
2024-07-16,1462.62255859375,1476.199951171875,1499.800048828125,1470.0,1477.75,59992
2024-07-18,1465.4959716796875,1479.0999755859375,1500.75,1441.0999755859375,1475.0,131914
2024-07-19,1445.580810546875,1459.0,1480.0999755859375,1432.300048828125,1479.0999755859375,113784
2024-07-22,1438.4471435546875,1451.800048828125,1479.1500244140625,1424.0,1440.0,165567
2024-07-23,1448.503662109375,1461.949951171875,1488.75,1401.199951171875,1451.800048828125,120336
2024-07-24,1462.7216796875,1476.300048828125,1481.6500244140625,1451.0,1461.949951171875,73217
2024-07-25,1505.5244140625,1519.5,1569.800048828125,1454.199951171875,1474.0,632885
2024-07-26,1516.47265625,1530.550048828125,1554.800048828125,1515.699951171875,1526.949951171875,299178
2024-07-29,1501.6602783203125,1515.5999755859375,1546.4000244140625,1505.4000244140625,1546.4000244140625,105611
2024-07-30,1568.737548828125,1583.300048828125,1594.0,1516.0,1516.0,444173
2024-07-31,1606.685302734375,1621.5999755859375,1655.8499755859375,1568.3499755859375,1590.0,946965
2024-08-01,1547.68310546875,1562.050048828125,1690.0,1547.300048828125,1641.5,1115617
2024-08-02,1634.6260986328125,1649.800048828125,1659.949951171875,1518.050048828125,1559.4000244140625,1151372
2024-08-05,1575.82177734375,1590.449951171875,1688.800048828125,1569.949951171875,1601.5999755859375,888934
2024-08-06,1537.3787841796875,1551.6500244140625,1644.9000244140625,1545.199951171875,1620.0,304027
2024-08-07,1574.6328125,1589.25,1612.0999755859375,1555.449951171875,1570.1500244140625,214743
2024-08-08,1576.119140625,1590.75,1634.4000244140625,1580.050048828125,1589.4000244140625,211946
2024-08-09,1589.74267578125,1604.5,1611.6500244140625,1581.9000244140625,1611.6500244140625,132964
2024-08-12,1621.2501220703125,1636.300048828125,1664.550048828125,1580.25,1592.0,287492
2024-08-13,1578.8436279296875,1593.5,1650.0,1584.5,1647.5999755859375,291385
2024-08-14,1575.6732177734375,1590.300048828125,1615.0,1561.0,1591.75,162908
2024-08-16,1562.84228515625,1577.3499755859375,1606.75,1573.050048828125,1604.0,128393
2024-08-19,1539.9052734375,1554.199951171875,1588.0,1551.5999755859375,1581.0,131436
2024-08-20,1550.5068359375,1564.9000244140625,1585.199951171875,1555.25,1557.0,107765
2024-08-21,1550.3084716796875,1564.699951171875,1582.050048828125,1557.300048828125,1570.0,118539
2024-08-22,1548.8721923828125,1563.25,1622.8499755859375,1555.5,1572.0,294934
2024-08-23,1535.6446533203125,1549.9000244140625,1581.25,1543.0,1566.0,132405
2024-08-26,1502.898681640625,1516.8499755859375,1556.050048828125,1510.550048828125,1549.9000244140625,195914
2024-08-27,1513.6986083984375,1527.75,1555.4000244140625,1515.699951171875,1516.550048828125,163525
2024-08-28,1500.174072265625,1514.0999755859375,1547.9000244140625,1510.0,1543.050048828125,112527
2024-08-29,1465.8739013671875,1476.550048828125,1521.050048828125,1470.050048828125,1514.0999755859375,231834
2024-08-30,1482.7012939453125,1493.5,1513.6500244140625,1477.0,1477.0,156580
2024-09-02,1462.44873046875,1473.0999755859375,1510.0,1462.300048828125,1493.550048828125,138426
2024-09-03,1468.2069091796875,1478.9000244140625,1498.0,1470.0,1473.1500244140625,84110
2024-09-04,1495.656982421875,1506.550048828125,1525.4000244140625,1464.1500244140625,1475.050048828125,152583
2024-09-05,1491.2886962890625,1502.1500244140625,1536.949951171875,1497.0,1520.0,113666
2024-09-06,1503.9466552734375,1514.9000244140625,1518.9000244140625,1482.0999755859375,1502.1500244140625,142132
2024-09-09,1525.14208984375,1536.25,1539.0,1476.1500244140625,1516.0,153573
2024-09-10,1567.5333251953125,1578.949951171875,1584.4000244140625,1536.5,1548.0,291767
2024-09-11,1551.3017578125,1562.5999755859375,1593.3499755859375,1552.5,1584.800048828125,166033
2024-09-12,1560.5841064453125,1571.949951171875,1579.6500244140625,1548.5,1565.449951171875,112832
2024-09-13,1561.8250732421875,1573.199951171875,1592.449951171875,1558.550048828125,1572.0,140458
2024-09-16,1578.9007568359375,1590.4000244140625,1601.75,1560.25,1594.800048828125,187400
2024-09-17,1566.9378662109375,1578.3499755859375,1594.0,1567.0,1594.0,123595
2024-09-18,1549.96142578125,1561.25,1588.0,1553.1500244140625,1587.3499755859375,118984
2024-09-19,1538.7430419921875,1549.949951171875,1575.0,1514.0,1563.8499755859375,137924
2024-09-20,1536.906494140625,1548.0999755859375,1569.800048828125,1536.0999755859375,1542.0,113782
2024-09-23,1526.3831787109375,1537.5,1555.5999755859375,1531.5,1554.949951171875,120421
2024-09-24,1510.5484619140625,1521.550048828125,1543.449951171875,1515.300048828125,1537.5,127551
2024-09-25,1518.8876953125,1529.949951171875,1541.0,1512.4000244140625,1519.0,211640
2024-09-26,1546.0400390625,1557.300048828125,1569.0,1515.0,1530.9000244140625,142355
2024-09-27,1526.1348876953125,1537.25,1569.300048828125,1533.0999755859375,1560.0,100041
2024-09-30,1565.1011962890625,1576.5,1585.800048828125,1538.5999755859375,1550.25,212478
2024-10-01,1615.13671875,1626.9000244140625,1637.6500244140625,1566.0,1589.0,528940
2024-10-03,1582.722900390625,1594.25,1643.949951171875,1581.6500244140625,1616.8499755859375,529625
2024-10-04,1567.1859130859375,1578.5999755859375,1614.1500244140625,1547.0,1584.0999755859375,268306
2024-10-07,1494.7137451171875,1505.5999755859375,1581.1500244140625,1482.0,1566.699951171875,239543
2024-10-08,1530.15576171875,1541.300048828125,1549.0,1482.0,1482.0,104982
2024-10-09,1547.0328369140625,1558.300048828125,1571.0,1538.75,1541.300048828125,191680
2024-10-10,1548.22412109375,1559.5,1580.0,1544.3499755859375,1558.300048828125,201663
2024-10-11,1557.208740234375,1568.550048828125,1580.0,1541.949951171875,1559.5,72750
2024-10-14,1575.9720458984375,1587.449951171875,1596.0,1551.550048828125,1575.0,178644
2024-10-15,1603.6702880859375,1615.3499755859375,1621.0,1587.699951171875,1587.699951171875,175998
2024-10-16,1602.9256591796875,1614.5999755859375,1628.0,1599.9000244140625,1610.0,250150
2024-10-17,1587.8355712890625,1599.4000244140625,1640.0,1584.949951171875,1612.0,287681
2024-10-18,1598.905029296875,1610.550048828125,1629.0,1560.0999755859375,1577.050048828125,148226
2024-10-21,1579.3970947265625,1590.9000244140625,1640.0,1571.050048828125,1607.5999755859375,194562
2024-10-22,1496.1533203125,1507.050048828125,1589.949951171875,1496.800048828125,1585.0,154765
2024-10-23,1512.484375,1523.5,1549.0,1490.0999755859375,1501.699951171875,107619
2024-10-24,1505.683837890625,1516.6500244140625,1540.0,1497.050048828125,1523.0,106950
2024-10-25,1479.3756103515625,1490.1500244140625,1516.050048828125,1463.0999755859375,1510.050048828125,330199
2024-10-28,1455.251220703125,1465.8499755859375,1493.1500244140625,1456.25,1489.949951171875,73146
2024-10-29,1452.27294921875,1462.8499755859375,1484.699951171875,1445.0,1460.050048828125,123248
2024-10-30,1488.8565673828125,1499.699951171875,1517.699951171875,1460.0,1460.0,106207
2024-10-31,1515.56201171875,1526.5999755859375,1530.0,1491.5999755859375,1500.8499755859375,176635
2024-11-01,1522.1639404296875,1533.25,1553.1500244140625,1514.050048828125,1535.0,23124
2024-11-04,1491.7354736328125,1502.5999755859375,1545.9000244140625,1495.0,1545.9000244140625,52957
2024-11-05,1497.841064453125,1508.75,1514.8499755859375,1492.449951171875,1502.5999755859375,51433
2024-11-06,1533.3822021484375,1544.550048828125,1547.9000244140625,1506.949951171875,1514.6500244140625,106603
2024-11-07,1472.872802734375,1483.5999755859375,1585.199951171875,1475.0,1544.800048828125,330057
2024-11-08,1469.0506591796875,1479.75,1495.4000244140625,1453.0999755859375,1485.550048828125,193317
2024-11-11,1383.42431640625,1393.5,1479.75,1389.0,1479.75,164733
2024-11-12,1351.3577880859375,1361.199951171875,1406.5,1355.4000244140625,1395.75,77153
2024-11-13,1299.18798828125,1308.6500244140625,1366.75,1305.0,1360.0,144625
2024-11-14,1289.26025390625,1298.6500244140625,1338.199951171875,1290.25,1310.0,123160
2024-11-18,1274.567138671875,1283.8499755859375,1311.4000244140625,1280.800048828125,1311.0,81259
2024-11-19,1281.417236328125,1290.75,1313.949951171875,1285.0,1285.5,52234
2024-11-21,1267.8162841796875,1277.050048828125,1298.0999755859375,1268.0,1292.199951171875,120277
2024-11-22,1289.9056396484375,1299.300048828125,1305.0,1269.550048828125,1277.050048828125,75488
2024-11-25,1279.92822265625,1289.25,1329.949951171875,1284.050048828125,1313.3499755859375,178266
2024-11-26,1282.80712890625,1292.1500244140625,1310.800048828125,1288.050048828125,1294.25,164614
2024-11-27,1289.458740234375,1298.8499755859375,1314.550048828125,1285.0999755859375,1292.25,100862
2024-11-28,1274.418212890625,1283.699951171875,1310.0,1281.0999755859375,1299.0,194652
2024-11-29,1274.91455078125,1284.199951171875,1306.25,1278.550048828125,1292.199951171875,145922
2024-12-02,1268.014892578125,1277.25,1294.0,1273.8499755859375,1294.0,106499
2024-12-03,1279.580810546875,1288.9000244140625,1316.300048828125,1281.0,1292.449951171875,261908
2024-12-04,1277.84326171875,1287.1500244140625,1310.0,1284.0,1302.75,130208
2024-12-05,1278.637451171875,1287.949951171875,1302.0,1282.0,1301.050048828125,127289
2024-12-06,1283.303466796875,1292.6500244140625,1298.1500244140625,1284.5,1290.5,88447
2024-12-09,1279.6302490234375,1288.949951171875,1309.0,1286.1500244140625,1299.0,207746
2024-12-10,1388.189697265625,1398.300048828125,1406.0,1290.0,1299.0,1358035
2024-12-11,1429.1910400390625,1439.5999755859375,1445.6500244140625,1378.0,1413.699951171875,552639
2024-12-12,1400.5992431640625,1410.800048828125,1451.0,1400.0999755859375,1450.0,215256
2024-12-13,1414.299560546875,1424.5999755859375,1431.0,1390.050048828125,1401.0,154103
2024-12-16,1428.5457763671875,1438.949951171875,1446.5,1387.199951171875,1425.0,166210
2024-12-17,1411.9664306640625,1422.25,1449.9000244140625,1412.0,1434.0,195157
2024-12-18,1460.512939453125,1471.1500244140625,1478.0,1416.050048828125,1422.0,235935
2024-12-19,1471.2845458984375,1482.0,1487.0,1430.0,1453.25,241483
2024-12-20,1440.5582275390625,1451.050048828125,1507.0,1436.25,1488.949951171875,202460
2024-12-23,1442.9407958984375,1453.449951171875,1461.25,1412.050048828125,1431.0999755859375,154365
2024-12-24,1419.958251953125,1430.300048828125,1468.800048828125,1425.0,1451.0,79029
2024-12-26,1392.7564697265625,1402.9000244140625,1430.5,1385.6500244140625,1424.949951171875,93837
2024-12-27,1412.264404296875,1422.550048828125,1434.3499755859375,1388.199951171875,1400.300048828125,89784
2024-12-30,1385.0128173828125,1395.0999755859375,1425.4000244140625,1387.050048828125,1405.0,57917
2024-12-31,1412.810302734375,1423.0999755859375,1433.9000244140625,1392.3499755859375,1395.0999755859375,96667
2025-01-01,1531.89306640625,1543.050048828125,1558.949951171875,1408.0999755859375,1408.0999755859375,1050404
2025-01-02,1503.0531005859375,1514.0,1556.4000244140625,1510.0,1545.0,214881
2025-01-03,1485.481201171875,1496.300048828125,1531.4000244140625,1490.6500244140625,1514.0,83286
2025-01-06,1434.3037109375,1444.75,1509.449951171875,1422.199951171875,1475.5,197903
2025-01-07,1438.6221923828125,1449.0999755859375,1484.4000244140625,1439.1500244140625,1445.5999755859375,83981
2025-01-08,1404.322265625,1414.550048828125,1464.199951171875,1399.0,1458.25,124337
2025-01-09,1432.5665283203125,1443.0,1509.0,1409.4000244140625,1414.550048828125,413476
2025-01-10,1398.6634521484375,1408.8499755859375,1440.0,1403.25,1435.0,101624
2025-01-13,1366.2991943359375,1376.25,1417.949951171875,1360.0,1390.0999755859375,218551
2025-01-14,1359.300048828125,1369.199951171875,1389.75,1360.75,1376.25,53221
2025-01-15,1361.9307861328125,1371.8499755859375,1385.0,1358.0,1370.0,47506
2025-01-16,1385.4100341796875,1395.5,1409.3499755859375,1377.5,1381.5,68099
2025-01-17,1415.6396484375,1425.949951171875,1432.0999755859375,1387.75,1398.699951171875,77219
2025-01-20,1420.6531982421875,1431.0,1444.3499755859375,1423.050048828125,1425.949951171875,40177
2025-01-21,1423.5819091796875,1433.949951171875,1456.449951171875,1419.9000244140625,1434.0,77808
2025-01-22,1412.6614990234375,1422.949951171875,1445.9000244140625,1405.0,1434.0,58077
2025-01-23,1422.0926513671875,1432.449951171875,1452.800048828125,1415.0,1423.0,50165
2025-01-24,1376.375732421875,1386.4000244140625,1442.949951171875,1377.0,1438.3499755859375,65923
2025-01-27,1318.8944091796875,1328.5,1390.8499755859375,1305.199951171875,1381.0,85582
2025-01-28,1339.6927490234375,1349.449951171875,1355.0,1300.0,1324.0,65266
2025-01-29,1322.3690185546875,1332.0,1364.199951171875,1324.199951171875,1346.449951171875,86304
2025-01-30,1357.314453125,1367.199951171875,1391.449951171875,1335.0,1337.5,183988
2025-01-31,1426.063720703125,1436.449951171875,1452.949951171875,1389.0,1400.0,210270
2025-02-01,1430.9283447265625,1441.3499755859375,1450.0,1392.0,1412.0,112616
2025-02-03,1474.7591552734375,1485.5,1489.199951171875,1423.050048828125,1441.0999755859375,157317
2025-02-04,1475.8511962890625,1486.5999755859375,1498.0,1459.949951171875,1490.0,138030
2025-02-05,1481.212158203125,1492.0,1499.5999755859375,1465.5999755859375,1470.0,71576
2025-02-06,1449.791015625,1460.3499755859375,1500.449951171875,1449.0,1500.0,48723
2025-02-07,1456.40185546875,1465.0,1474.0,1430.300048828125,1460.0,56762
2025-02-10,1424.689208984375,1433.0999755859375,1460.0,1413.199951171875,1460.0,66565
2025-02-11,1363.3514404296875,1371.4000244140625,1420.1500244140625,1351.050048828125,1416.0,90504
2025-02-12,1317.3726806640625,1325.1500244140625,1381.949951171875,1312.0999755859375,1381.0,130812
2025-02-13,1312.402099609375,1320.1500244140625,1343.449951171875,1311.0,1332.550048828125,56642
2025-02-14,1293.0164794921875,1300.6500244140625,1332.949951171875,1289.0,1323.949951171875,75610
2025-02-17,1298.285400390625,1305.949951171875,1330.0,1280.0,1288.6500244140625,66887
2025-02-18,1286.6541748046875,1294.25,1306.8499755859375,1279.5,1299.0,55515
2025-02-19,1317.3726806640625,1325.1500244140625,1332.0,1284.25,1290.0,38850
2025-02-20,1302.510498046875,1310.199951171875,1328.0,1303.050048828125,1325.3499755859375,53865
2025-02-21,1295.4521484375,1303.0999755859375,1331.949951171875,1295.0,1307.1500244140625,44340
2025-02-24,1272.93505859375,1280.449951171875,1299.050048828125,1272.050048828125,1298.0,50984
2025-02-25,1282.0811767578125,1289.6500244140625,1298.949951171875,1271.0,1276.6500244140625,43278
2025-02-27,1227.1553955078125,1234.4000244140625,1294.199951171875,1220.0,1287.0,82298
2025-02-28,1186.2469482421875,1193.25,1226.0,1187.0999755859375,1225.0,144272
2025-03-03,1137.6337890625,1144.3499755859375,1208.0,1106.449951171875,1200.050048828125,153614
2025-03-04,1177.896240234375,1184.8499755859375,1205.0,1127.8499755859375,1140.0,66306
2025-03-05,1235.9534912109375,1243.25,1260.0,1165.050048828125,1165.050048828125,111020
2025-03-06,1224.0736083984375,1231.300048828125,1265.0,1208.949951171875,1257.300048828125,75950
2025-03-07,1263.59033203125,1271.050048828125,1284.9000244140625,1225.0,1231.949951171875,96479
2025-03-10,1221.4390869140625,1228.6500244140625,1280.0,1221.0,1274.0,47443
2025-03-11,1207.3721923828125,1214.5,1235.5,1193.1500244140625,1225.0,73758
2025-03-12,1185.1036376953125,1192.0999755859375,1229.300048828125,1185.550048828125,1219.25,68690
2025-03-13,1196.5858154296875,1203.6500244140625,1209.800048828125,1185.5,1203.949951171875,58767
2025-03-17,1196.8343505859375,1203.9000244140625,1215.6500244140625,1186.1500244140625,1200.75,68645
2025-03-18,1196.8343505859375,1203.9000244140625,1203.9000244140625,1203.9000244140625,1203.9000244140625,0
2025-03-19,1214.728759765625,1221.9000244140625,1241.800048828125,1219.75,1240.0,61252
2025-03-20,1245.5965576171875,1252.949951171875,1264.0,1228.8499755859375,1228.9000244140625,125153
