Date,Adj Close,Close,High,Low,Open,Volume
2024-04-25,1259.53955078125,1266.550048828125,1285.8499755859375,1257.050048828125,1273.0999755859375,166628
2024-04-26,1268.4400634765625,1275.5,1288.0,1263.5999755859375,1270.0,138631
2024-04-29,1259.390380859375,1266.4000244140625,1285.0,1255.5999755859375,1281.0,373170
2024-04-30,1279.975830078125,1287.0999755859375,1298.300048828125,1274.9000244140625,1274.9000244140625,232626
2024-05-02,1251.78271484375,1258.75,1292.0,1254.449951171875,1290.0,184282
2024-05-03,1242.683349609375,1249.5999755859375,1264.3499755859375,1236.0999755859375,1263.949951171875,152117
2024-05-06,1258.6942138671875,1265.699951171875,1284.0,1230.0,1257.5999755859375,663821
2024-05-07,1271.7218017578125,1278.800048828125,1281.949951171875,1250.9000244140625,1266.0,320330
2024-05-08,1264.1141357421875,1271.1500244140625,1302.0,1252.0,1278.9000244140625,296327
2024-05-09,1235.72216796875,1242.5999755859375,1284.199951171875,1235.3499755859375,1260.050048828125,142929
2024-05-10,1255.213623046875,1262.199951171875,1270.0,1242.6500244140625,1245.0,187194
2024-05-13,1250.191650390625,1257.1500244140625,1272.75,1252.699951171875,1265.0,97114
2024-05-14,1242.1861572265625,1249.0999755859375,1266.8499755859375,1246.4000244140625,1263.050048828125,105747
2024-05-15,1245.3187255859375,1252.25,1269.25,1248.0,1259.3499755859375,118174
2024-05-16,1254.3682861328125,1261.3499755859375,1272.0,1241.300048828125,1258.949951171875,122960
2024-05-17,1285.942626953125,1293.0999755859375,1310.0,1267.199951171875,1272.199951171875,275119
2024-05-21,1276.7437744140625,1283.8499755859375,1311.0,1270.5,1294.949951171875,541543
2024-05-22,1260.1859130859375,1267.199951171875,1287.8499755859375,1262.050048828125,1278.550048828125,179332
2024-05-23,1248.1529541015625,1255.0999755859375,1277.5,1252.0,1277.5,135978
2024-05-24,1245.81591796875,1252.75,1268.800048828125,1241.0,1258.3499755859375,302079
2024-05-27,1229.854736328125,1236.699951171875,1270.75,1233.25,1250.0,251835
2024-05-28,1184.258544921875,1190.8499755859375,1241.449951171875,1186.0999755859375,1237.0,478623
2024-05-29,1141.7451171875,1148.0999755859375,1190.0999755859375,1146.050048828125,1185.199951171875,539822
2024-05-30,1161.037841796875,1167.5,1181.25,1121.0,1154.0,718991
2024-05-31,1182.6673583984375,1189.25,1197.949951171875,1146.3499755859375,1167.199951171875,636124
2024-06-03,1176.0045166015625,1182.550048828125,1220.0,1175.0,1220.0,889815
2024-06-04,1159.048828125,1165.5,1189.3499755859375,1080.0,1188.3499755859375,506380
2024-06-05,1178.142578125,1184.699951171875,1205.0,1122.4000244140625,1182.949951171875,551976
2024-06-06,1236.5672607421875,1243.449951171875,1282.0,1235.0,1250.0,823335
2024-06-07,1256.6556396484375,1263.6500244140625,1313.0,1248.300048828125,1256.4000244140625,494184
2024-06-10,1297.7269287109375,1304.949951171875,1319.800048828125,1275.0,1283.8499755859375,491609
2024-06-11,1247.5064697265625,1254.449951171875,1304.949951171875,1250.0,1300.050048828125,717578
2024-06-12,1242.4844970703125,1249.4000244140625,1271.0,1247.0,1264.800048828125,514883
2024-06-13,1219.760986328125,1226.550048828125,1253.5999755859375,1224.0999755859375,1249.4000244140625,442363
2024-06-14,1230.451416015625,1237.300048828125,1252.6500244140625,1227.199951171875,1234.5,309375
2024-06-18,1230.7001953125,1237.550048828125,1259.0,1229.550048828125,1250.0,422492
2024-06-19,1228.56201171875,1235.4000244140625,1242.75,1215.0,1241.0,428951
2024-06-20,1226.0758056640625,1232.9000244140625,1246.199951171875,1224.0,1239.9000244140625,230423
2024-06-21,1193.65625,1200.300048828125,1236.0,1197.0,1230.0,772149
2024-06-24,1180.728271484375,1187.300048828125,1206.3499755859375,1181.1500244140625,1200.300048828125,387600
2024-06-25,1182.5679931640625,1189.1500244140625,1202.949951171875,1185.0,1198.0,197028
2024-06-26,1189.380126953125,1196.0,1200.0,1185.0,1185.0,226485
2024-06-27,1194.6009521484375,1201.25,1235.550048828125,1196.550048828125,1209.0,485433
2024-06-28,1198.0816650390625,1204.75,1222.6500244140625,1190.199951171875,1218.4000244140625,1393980
2024-07-01,1209.3687744140625,1216.0999755859375,1226.0,1202.4000244140625,1214.4000244140625,398155
2024-07-02,1215.9322509765625,1222.699951171875,1230.0,1209.25,1228.6500244140625,1327745
2024-07-03,1217.22509765625,1224.0,1237.550048828125,1218.0,1237.550048828125,267882
2024-07-04,1234.8270263671875,1241.699951171875,1250.949951171875,1228.0,1235.699951171875,345625
2024-07-05,1242.7330322265625,1249.6500244140625,1255.0999755859375,1233.4000244140625,1244.9000244140625,310533
2024-07-08,1234.9266357421875,1241.800048828125,1257.949951171875,1220.0,1256.3499755859375,282776
2024-07-09,1222.0482177734375,1228.8499755859375,1249.0,1218.0,1249.0,284266
2024-07-10,1218.3687744140625,1225.1500244140625,1249.550048828125,1219.0,1229.0,273548
2024-07-11,1227.86572265625,1234.699951171875,1247.75,1228.0,1240.5999755859375,928998
2024-07-12,1208.92138671875,1215.6500244140625,1244.0,1213.0,1243.9000244140625,337909
2024-07-15,1240.1474609375,1247.050048828125,1258.3499755859375,1204.5,1210.300048828125,1607736
2024-07-16,1237.2635498046875,1244.1500244140625,1251.1500244140625,1237.0,1240.050048828125,192602
2024-07-18,1235.5233154296875,1242.4000244140625,1264.0,1238.5999755859375,1245.0,352833
2024-07-19,1235.572998046875,1242.449951171875,1269.5,1237.0,1244.199951171875,568202
2024-07-22,1247.158447265625,1254.0999755859375,1264.0,1223.0,1240.0,252363
2024-07-23,1248.5506591796875,1255.5,1270.5999755859375,1230.0,1255.3499755859375,364007
2024-07-24,1248.2523193359375,1255.199951171875,1269.0,1251.699951171875,1255.5,168360
2024-07-25,1235.9210205078125,1242.800048828125,1254.0,1233.9000244140625,1248.0,214356
2024-07-26,1239.84912109375,1246.75,1259.5999755859375,1235.5,1240.1500244140625,259064
2024-07-29,1270.9759521484375,1278.050048828125,1286.0,1247.0,1251.800048828125,343375
2024-07-30,1266.64990234375,1273.699951171875,1294.5,1267.9000244140625,1285.449951171875,154762
2024-07-31,1249.296630859375,1256.25,1283.75,1247.25,1280.0999755859375,192254
2024-08-01,1245.81591796875,1252.75,1273.949951171875,1240.050048828125,1264.800048828125,169893
2024-08-02,1227.908203125,1230.800048828125,1252.75,1227.199951171875,1252.75,222713
2024-08-05,1219.1287841796875,1222.0,1247.9000244140625,1206.75,1223.0,468478
2024-08-06,1215.5870361328125,1218.449951171875,1254.0,1212.050048828125,1239.1500244140625,248463
2024-08-07,1222.07177734375,1224.949951171875,1239.949951171875,1211.0,1230.75,211849
2024-08-08,1223.9674072265625,1226.8499755859375,1237.199951171875,1218.0,1224.5,134795
2024-08-09,1229.0054931640625,1231.9000244140625,1249.0,1225.050048828125,1233.0,196980
2024-08-12,1207.156982421875,1210.0,1227.800048828125,1205.4000244140625,1208.0999755859375,243249
2024-08-13,1196.531982421875,1199.3499755859375,1217.949951171875,1189.0,1210.0,222819
2024-08-14,1175.3818359375,1178.1500244140625,1203.75,1176.0,1200.050048828125,275293
2024-08-16,1180.6195068359375,1183.4000244140625,1197.0,1177.0999755859375,1197.0,194335
2024-08-19,1184.610107421875,1187.4000244140625,1197.800048828125,1171.0,1197.75,354726
2024-08-20,1177.6265869140625,1180.4000244140625,1194.800048828125,1177.3499755859375,1194.800048828125,213373
2024-08-21,1253.6474609375,1256.5999755859375,1270.0,1187.199951171875,1190.0,782820
2024-08-22,1265.9683837890625,1268.949951171875,1280.050048828125,1238.050048828125,1265.0,593482
2024-08-23,1261.42919921875,1264.4000244140625,1278.8499755859375,1260.0,1270.800048828125,218702
2024-08-26,1277.241943359375,1280.25,1289.0,1261.25,1274.800048828125,384779
2024-08-27,1264.970703125,1267.949951171875,1287.949951171875,1264.0,1281.050048828125,240527
2024-08-28,1271.1063232421875,1274.0999755859375,1295.0,1270.449951171875,1273.800048828125,332938
2024-08-29,1263.524169921875,1266.5,1289.75,1260.050048828125,1283.300048828125,185827
2024-08-30,1265.9683837890625,1268.949951171875,1311.0,1265.050048828125,1271.300048828125,635369
2024-09-02,1269.460205078125,1272.449951171875,1286.699951171875,1266.4000244140625,1279.0,149455
2024-09-03,1271.50537109375,1274.5,1283.0999755859375,1263.8499755859375,1274.0,149350
2024-09-04,1282.0804443359375,1285.0999755859375,1289.5,1252.050048828125,1252.050048828125,218490
2024-09-05,1294.451416015625,1297.5,1321.25,1285.300048828125,1288.0,379609
2024-09-06,1342.637939453125,1345.800048828125,1351.5,1295.1500244140625,1298.0,1063273
2024-09-09,1373.7645263671875,1377.0,1392.949951171875,1332.5,1357.9000244140625,1229198
2024-09-10,1342.83740234375,1346.0,1385.4000244140625,1343.0,1372.5999755859375,400049
2024-09-11,1324.4805908203125,1327.5999755859375,1363.050048828125,1322.5,1354.800048828125,276293
2024-09-12,1367.22998046875,1370.449951171875,1380.0,1333.0,1333.0,381371
2024-09-13,1304.1285400390625,1307.199951171875,1367.25,1304.0,1367.0,846957
2024-09-16,1290.6104736328125,1293.6500244140625,1317.0999755859375,1290.25,1314.1500244140625,242342
2024-09-17,1280.8333740234375,1283.8499755859375,1299.0,1275.0,1299.0,188732
2024-09-18,1270.85693359375,1273.8499755859375,1294.3499755859375,1263.5,1289.9000244140625,186275
2024-09-19,1247.262451171875,1250.199951171875,1275.0,1230.0999755859375,1270.0,335418
2024-09-20,1241.9749755859375,1244.9000244140625,1270.0,1239.550048828125,1258.800048828125,329435
2024-09-23,1226.6112060546875,1229.5,1262.5999755859375,1219.550048828125,1262.550048828125,350677
2024-09-24,1222.7203369140625,1225.5999755859375,1248.3499755859375,1214.4000244140625,1241.699951171875,277446
2024-09-25,1251.50244140625,1254.449951171875,1270.0,1226.0,1229.25,402868
2024-09-26,1231.6492919921875,1234.550048828125,1265.0,1220.0999755859375,1254.9000244140625,395840
2024-09-27,1201.4205322265625,1204.25,1241.0,1201.449951171875,1241.0,606121
2024-09-30,1248.110595703125,1251.050048828125,1257.0,1208.0,1225.0,1222660
2024-10-01,1233.9937744140625,1236.9000244140625,1256.199951171875,1228.699951171875,1251.050048828125,210944
2024-10-03,1228.1575927734375,1231.050048828125,1239.6500244140625,1216.9000244140625,1231.0,230650
2024-10-04,1215.83642578125,1218.699951171875,1232.0,1200.800048828125,1231.050048828125,210698
2024-10-07,1228.25732421875,1231.1500244140625,1244.0,1189.300048828125,1228.800048828125,395811
2024-10-08,1225.314208984375,1228.199951171875,1234.0,1211.4000244140625,1220.0999755859375,231127
2024-10-09,1219.378173828125,1222.25,1238.800048828125,1215.0,1234.550048828125,141846
2024-10-10,1220.8746337890625,1223.75,1237.0,1220.0,1223.449951171875,91767
2024-10-11,1218.33056640625,1221.199951171875,1236.0,1218.4000244140625,1233.199951171875,107973
2024-10-14,1265.81884765625,1268.800048828125,1276.0,1230.199951171875,1237.199951171875,499894
2024-10-15,1266.8165283203125,1269.800048828125,1277.949951171875,1253.0,1273.75,161671
2024-10-16,1285.3228759765625,1288.3499755859375,1297.5,1261.0,1270.0,331853
2024-10-17,1279.9854736328125,1283.0,1295.550048828125,1271.0,1291.300048828125,160391
2024-10-18,1273.8997802734375,1276.9000244140625,1290.949951171875,1250.0,1275.0,178772
2024-10-21,1271.904541015625,1274.9000244140625,1286.199951171875,1262.199951171875,1265.0,180301
2024-10-22,1256.7900390625,1259.75,1289.8499755859375,1250.199951171875,1285.0,433648
2024-10-23,1232.9461669921875,1235.8499755859375,1266.300048828125,1221.949951171875,1264.9000244140625,164095
2024-10-24,1232.547119140625,1235.449951171875,1253.3499755859375,1232.300048828125,1247.5999755859375,127857
2024-10-25,1233.794189453125,1236.699951171875,1245.949951171875,1220.0,1236.0,194209
2024-10-28,1239.1317138671875,1242.050048828125,1260.0,1228.0,1244.8499755859375,216712
2024-10-29,1228.7061767578125,1231.5999755859375,1253.949951171875,1213.4000244140625,1249.75,116147
2024-10-30,1219.677490234375,1222.550048828125,1254.0,1219.75,1235.9000244140625,168456
2024-10-31,1269.8094482421875,1272.800048828125,1284.550048828125,1225.0,1231.0,353155
2024-11-01,1245.2672119140625,1248.199951171875,1260.0,1220.0999755859375,1260.0,252624
2024-11-04,1208.3541259765625,1211.199951171875,1235.050048828125,1201.1500244140625,1227.0,352562
2024-11-05,1192.6910400390625,1195.5,1211.050048828125,1185.0,1211.050048828125,276560
2024-11-06,1246.6639404296875,1249.5999755859375,1252.949951171875,1188.0999755859375,1195.5,400947
2024-11-07,1268.0635986328125,1271.050048828125,1276.949951171875,1245.449951171875,1249.5999755859375,188175
2024-11-08,1287.916748046875,1290.949951171875,1298.0,1258.0,1271.050048828125,281386
2024-11-11,1290.5107421875,1293.550048828125,1319.0,1284.4000244140625,1300.0,575716
2024-11-12,1279.8358154296875,1282.8499755859375,1319.699951171875,1271.800048828125,1295.0,291351
2024-11-13,1255.8424072265625,1258.800048828125,1276.800048828125,1249.699951171875,1272.25,234460
2024-11-14,1273.4508056640625,1276.449951171875,1285.800048828125,1260.0,1263.6500244140625,559369
2024-11-18,1258.186767578125,1261.1500244140625,1298.0,1255.0,1276.449951171875,231041
2024-11-19,1259.0347900390625,1262.0,1275.5999755859375,1256.0,1265.0,406237
2024-11-21,1255.991943359375,1258.949951171875,1266.550048828125,1247.25,1262.0,261224
2024-11-22,1269.2108154296875,1272.199951171875,1289.5,1256.0,1256.0,168064
2024-11-25,1252.74951171875,1255.699951171875,1295.0,1248.0,1295.0,340905
2024-11-26,1261.1298828125,1264.0999755859375,1276.9000244140625,1250.550048828125,1259.75,173172
2024-11-27,1259.6832275390625,1262.6500244140625,1269.199951171875,1254.050048828125,1264.0,125175
2024-11-28,1247.5118408203125,1250.449951171875,1271.9000244140625,1238.0999755859375,1269.9000244140625,120426
2024-11-29,1263.7236328125,1266.699951171875,1274.800048828125,1241.4000244140625,1255.0,291556
2024-12-02,1252.74951171875,1255.699951171875,1274.199951171875,1248.0,1270.0,211637
2024-12-03,1268.31298828125,1271.300048828125,1282.9000244140625,1255.0999755859375,1259.949951171875,681394
2024-12-04,1313.40673828125,1316.5,1324.9000244140625,1269.800048828125,1274.5,1122731
2024-12-05,1307.5206298828125,1310.5999755859375,1329.9000244140625,1300.0,1316.5,253820
2024-12-06,1336.6519775390625,1339.800048828125,1344.949951171875,1305.0999755859375,1315.0,318417
2024-12-09,1323.582763671875,1326.699951171875,1347.1500244140625,1320.800048828125,1344.0,254611
2024-12-10,1284.7242431640625,1287.75,1335.0,1281.199951171875,1329.5,527959
2024-12-11,1277.04248046875,1280.050048828125,1301.4000244140625,1271.0,1287.5,244916
2024-12-12,1291.657958984375,1294.699951171875,1299.0,1275.0999755859375,1275.0999755859375,226574
2024-12-13,1284.5745849609375,1287.5999755859375,1294.9000244140625,1271.3499755859375,1294.699951171875,265707
2024-12-16,1291.50830078125,1294.550048828125,1304.25,1288.0,1295.550048828125,207302
2024-12-17,1292.4560546875,1295.5,1313.050048828125,1285.0999755859375,1300.0,405438
2024-12-18,1277.4913330078125,1280.5,1300.0,1276.4000244140625,1289.199951171875,228436
2024-12-19,1284.67431640625,1287.699951171875,1292.050048828125,1262.199951171875,1262.199951171875,105076
2024-12-20,1285.073486328125,1288.0999755859375,1302.0,1275.5,1290.0,327093
2024-12-23,1306.5728759765625,1309.6500244140625,1319.800048828125,1268.8499755859375,1300.0,466760
2024-12-24,1301.2354736328125,1304.300048828125,1315.5,1291.199951171875,1314.8499755859375,128312
2024-12-26,1308.1690673828125,1311.25,1317.699951171875,1299.0,1314.0,201685
2024-12-27,1294.451416015625,1297.5,1316.8499755859375,1286.75,1315.0,165791
2024-12-30,1270.9068603515625,1273.9000244140625,1308.0,1265.0,1307.0,209844
2024-12-31,1269.8094482421875,1272.800048828125,1282.4000244140625,1263.0,1274.949951171875,174868
2025-01-01,1309.4161376953125,1312.5,1320.449951171875,1267.0999755859375,1270.0,195346
2025-01-02,1297.1949462890625,1300.25,1318.0,1298.0,1317.949951171875,144659
2025-01-03,1307.321044921875,1310.4000244140625,1312.949951171875,1298.199951171875,1309.0,140283
2025-01-06,1308.4683837890625,1311.550048828125,1355.0,1304.550048828125,1315.0,778395
2025-01-07,1348.125,1351.300048828125,1367.550048828125,1309.0,1318.0,703099
2025-01-08,1362.19189453125,1365.4000244140625,1398.0,1335.050048828125,1380.0,860204
2025-01-09,1327.17431640625,1330.300048828125,1366.199951171875,1325.800048828125,1350.0,245833
2025-01-10,1309.0670166015625,1312.1500244140625,1343.9000244140625,1301.4000244140625,1339.5,266928
2025-01-13,1268.4127197265625,1271.4000244140625,1302.3499755859375,1256.550048828125,1297.050048828125,327624
2025-01-14,1289.0142822265625,1292.050048828125,1301.300048828125,1263.8499755859375,1275.0,184526
2025-01-15,1284.9737548828125,1288.0,1305.550048828125,1275.0,1305.0,121005
2025-01-16,1307.0716552734375,1310.1500244140625,1324.0,1285.0,1290.0,152949
2025-01-17,1296.5963134765625,1299.6500244140625,1310.1500244140625,1289.449951171875,1310.1500244140625,140473
2025-01-20,1326.4261474609375,1329.550048828125,1345.0,1292.6500244140625,1309.9000244140625,186833
2025-01-21,1316.2001953125,1319.300048828125,1338.800048828125,1305.6500244140625,1330.550048828125,167742
2025-01-22,1322.5850830078125,1325.699951171875,1334.1500244140625,1293.550048828125,1324.949951171875,168365
2025-01-23,1324.03173828125,1327.1500244140625,1338.1500244140625,1305.050048828125,1325.050048828125,146338
2025-01-24,1302.282958984375,1305.3499755859375,1330.949951171875,1296.25,1330.949951171875,226782
2025-01-27,1289.463134765625,1292.5,1308.0,1260.5,1306.0,219595
2025-01-28,1266.1180419921875,1269.0999755859375,1301.449951171875,1260.0,1297.3499755859375,317282
2025-01-29,1300.137939453125,1303.199951171875,1318.75,1265.199951171875,1275.0,109382
2025-01-30,1301.1356201171875,1304.199951171875,1326.449951171875,1290.800048828125,1315.0,173124
2025-01-31,1383.8907470703125,1387.1500244140625,1401.8499755859375,1300.050048828125,1303.0,422712
2025-02-01,1349.0228271484375,1352.199951171875,1390.449951171875,1341.0,1379.0,245968
2025-02-03,1351.766357421875,1354.949951171875,1374.5999755859375,1342.199951171875,1355.4000244140625,500896
2025-02-04,1343.6356201171875,1346.800048828125,1377.0,1331.050048828125,1360.050048828125,184487
2025-02-05,1352.9136962890625,1356.0999755859375,1365.8499755859375,1335.0,1335.0,98827
2025-02-06,1370.4722900390625,1373.699951171875,1409.949951171875,1357.800048828125,1365.0,409065
2025-02-07,1401.69873046875,1405.0,1409.0,1362.550048828125,1396.0,414783
2025-02-10,1390.874267578125,1394.1500244140625,1417.5,1390.0,1415.699951171875,288828
2025-02-11,1347.4266357421875,1350.5999755859375,1383.6500244140625,1321.1500244140625,1370.0,238658
2025-02-12,1377.9049072265625,1381.1500244140625,1387.5999755859375,1312.199951171875,1361.5,229812
2025-02-13,1325.8773193359375,1329.0,1394.0,1323.0,1394.0,182193
2025-02-14,1325.129150390625,1328.25,1362.949951171875,1300.949951171875,1329.0,451066
2025-02-17,1323.6326904296875,1326.75,1343.199951171875,1304.75,1335.0,281704
2025-02-18,1364.5863037109375,1367.800048828125,1374.0,1315.0,1320.0,487048
2025-02-19,1371.1207275390625,1374.3499755859375,1377.199951171875,1352.4000244140625,1367.800048828125,173327
2025-02-20,1401.2498779296875,1404.550048828125,1419.9000244140625,1370.0,1380.0,499339
2025-02-21,1393.51806640625,1396.800048828125,1430.0,1355.4000244140625,1418.0,416914
2025-02-24,1389.9764404296875,1393.25,1409.9000244140625,1372.0,1396.0,280014
2025-02-25,1462.1065673828125,1465.550048828125,1514.699951171875,1387.5,1393.25,5068157
2025-02-27,1487.4967041015625,1491.0,1504.0,1445.0,1463.0,1171245
2025-02-28,1441.10595703125,1444.5,1505.0,1425.050048828125,1480.0,575304
2025-03-03,1611.803955078125,1615.5999755859375,1659.0,1450.0,1450.0,11891291
2025-03-04,1556.1849365234375,1559.8499755859375,1692.5,1535.75,1540.0,11510013
2025-03-05,1600.780029296875,1604.550048828125,1629.0,1512.5999755859375,1554.050048828125,4514283
2025-03-06,1575.4893798828125,1579.199951171875,1619.949951171875,1566.0,1610.1500244140625,1447626
2025-03-07,1562.52001953125,1566.199951171875,1603.0,1556.550048828125,1574.0,923681
2025-03-10,1579.3802490234375,1583.0999755859375,1628.9000244140625,1572.8499755859375,1575.0999755859375,1591042
2025-03-11,1578.8814697265625,1582.5999755859375,1595.699951171875,1545.1500244140625,1581.0,853047
2025-03-12,1569.5035400390625,1573.199951171875,1617.0,1539.550048828125,1595.0,952942
2025-03-13,1538.526611328125,1542.1500244140625,1593.5999755859375,1533.0,1592.199951171875,444105
2025-03-17,1574.4420166015625,1578.1500244140625,1596.8499755859375,1521.0,1521.0,634761
2025-03-18,1574.4420166015625,1578.1500244140625,1578.1500244140625,1578.1500244140625,1578.1500244140625,0
2025-03-19,1641.0849609375,1644.949951171875,1654.0,1613.449951171875,1617.050048828125,609382
2025-03-20,1681.7891845703125,1685.75,1719.0,1640.550048828125,1655.0,1022717
2025-03-21,1659.8907470703125,1663.800048828125,1694.5,1653.300048828125,1684.800048828125,558062
2025-03-24,1668.121337890625,1672.050048828125,1724.3499755859375,1662.199951171875,1665.0,733198
2025-03-25,1643.3297119140625,1647.199951171875,1691.9000244140625,1635.0,1679.0,452221
2025-03-26,1626.0205078125,1629.8499755859375,1667.449951171875,1624.4000244140625,1645.25,252881
2025-03-27,1669.4681396484375,1673.4000244140625,1710.0,1627.6500244140625,1637.800048828125,1290413
2025-03-28,1688.0743408203125,1692.050048828125,1700.0,1659.1500244140625,1673.550048828125,402440
2025-04-01,1672.8602294921875,1676.800048828125,1715.0,1671.0999755859375,1693.8499755859375,372462
2025-04-02,1683.28564453125,1687.25,1697.0,1652.800048828125,1677.0,264558
2025-04-03,1659.54150390625,1663.449951171875,1692.300048828125,1638.0,1667.75,356561
2025-04-04,1673.508544921875,1677.449951171875,1686.449951171875,1641.0,1671.550048828125,616718
2025-04-07,1639.638427734375,1643.5,1655.0,1451.050048828125,1480.0,872344
2025-04-08,1677.4991455078125,1681.449951171875,1710.0,1648.25,1659.0999755859375,625789
2025-04-09,1685.5302734375,1689.5,1758.0,1658.1500244140625,1675.0,1709318
2025-04-11,1695.9556884765625,1699.949951171875,1738.4000244140625,1666.0,1730.0,650989
2025-04-15,1731.52197265625,1735.5999755859375,1784.4000244140625,1708.0,1718.300048828125,914908
2025-04-16,1789.08642578125,1793.300048828125,1833.0,1736.0999755859375,1741.199951171875,1471435
2025-04-17,1850.0428466796875,1854.4000244140625,1861.0,1800.0,1810.0,1248178
2025-04-21,1819.315185546875,1823.5999755859375,1871.5999755859375,1812.300048828125,1862.5999755859375,582098
2025-04-22,1831.0875244140625,1835.4000244140625,1852.800048828125,1811.699951171875,1830.0,430369
2025-04-23,1796.3692626953125,1800.5999755859375,1851.0,1792.800048828125,1840.199951171875,367621
2025-04-24,1792.5782470703125,1796.800048828125,1815.0,1784.0,1809.0,264170
2025-04-25,1783.798828125,1788.0,1805.5999755859375,1750.0,1796.9000244140625,344206
2025-04-28,1793.974853515625,1798.199951171875,1834.199951171875,1779.4000244140625,1780.0,372475
2025-04-29,1771.6275634765625,1775.800048828125,1815.0999755859375,1770.5999755859375,1812.0,294111
2025-04-30,1756.363525390625,1760.5,1800.0,1744.5999755859375,1765.800048828125,314492
2025-05-02,1755.0665283203125,1759.199951171875,1793.5,1728.0999755859375,1770.0,211867
2025-05-05,1775.2191162109375,1779.4000244140625,1797.5999755859375,1760.9000244140625,1770.0,252388
2025-05-06,1791.28125,1795.5,1858.0,1776.800048828125,1785.0,1541634
2025-05-07,1817.51953125,1821.800048828125,1834.800048828125,1765.0,1776.0,355712
2025-05-08,1785.494873046875,1789.699951171875,1847.699951171875,1771.0,1825.0,355571
2025-05-09,1774.9197998046875,1779.0999755859375,1788.9000244140625,1740.0,1752.199951171875,238345
2025-05-12,1776.715576171875,1780.9000244140625,1835.300048828125,1773.0999755859375,1829.0,315516
2025-05-13,1771.0289306640625,1775.199951171875,1795.0,1753.0,1790.0,195295
2025-05-14,1775.119384765625,1779.300048828125,1810.5999755859375,1776.0999755859375,1793.800048828125,225082
2025-05-15,1786.4925537109375,1790.699951171875,1805.0,1765.0999755859375,1780.0,184775
2025-05-16,1770.4302978515625,1774.5999755859375,1823.300048828125,1763.0,1805.0,258767
2025-05-19,1748.2825927734375,1752.4000244140625,1774.300048828125,1718.0,1771.300048828125,377578
2025-05-20,1723.4410400390625,1727.5,1769.9000244140625,1721.0999755859375,1760.0,183126
2025-05-21,1737.607666015625,1741.699951171875,1760.0,1730.0999755859375,1732.199951171875,246070
2025-05-22,1718.6522216796875,1722.699951171875,1760.4000244140625,1702.0,1742.5,246130
2025-05-23,1720.348388671875,1724.4000244140625,1749.300048828125,1709.0,1712.0,196219
2025-05-26,1772.7249755859375,1776.9000244140625,1869.9000244140625,1740.0,1740.0,3025773
2025-05-27,1738.5054931640625,1742.5999755859375,1795.4000244140625,1735.0,1781.5999755859375,554284
2025-05-28,1720.2486572265625,1724.300048828125,1749.4000244140625,1711.0,1745.0,303976
2025-05-29,1760.6534423828125,1764.800048828125,1788.0,1715.5999755859375,1724.300048828125,516501
2025-05-30,1739.802490234375,1743.9000244140625,1774.800048828125,1734.9000244140625,1764.699951171875,276768
2025-06-02,1741.997314453125,1746.0999755859375,1759.5,1730.800048828125,1745.0,195596
2025-06-03,1748.681640625,1752.800048828125,1800.0,1743.5999755859375,1756.5,440134
2025-06-04,1735.8118896484375,1739.9000244140625,1776.0,1722.300048828125,1756.0,180287
2025-06-05,1739.3037109375,1743.4000244140625,1755.0,1734.0,1743.9000244140625,174083
2025-06-06,1746.58642578125,1750.699951171875,1758.9000244140625,1730.4000244140625,1749.800048828125,187771
2025-06-09,1787.2906494140625,1791.5,1795.0,1752.9000244140625,1767.0,245607
2025-06-10,1809.6380615234375,1813.9000244140625,1822.0,1791.5,1800.4000244140625,268613
2025-06-11,1830.98779296875,1835.300048828125,1845.0,1814.0,1826.5,246027
2025-06-12,1820.1134033203125,1824.4000244140625,1866.5999755859375,1804.0,1835.5,254600
2025-06-13,1908.505126953125,1913.0,1931.0,1788.300048828125,1796.199951171875,1673692
2025-06-16,1929.5555419921875,1934.0999755859375,1957.0,1874.0999755859375,1924.0,807616
2025-06-17,1898.62841796875,1903.0999755859375,1951.0999755859375,1895.0,1939.9000244140625,442302
2025-06-18,1899.4266357421875,1903.9000244140625,1946.0,1882.0,1897.0999755859375,315843
2025-06-19,1869.3973388671875,1873.800048828125,1928.0,1863.0999755859375,1904.699951171875,254987
2025-06-20,1898.927734375,1903.4000244140625,1925.0,1856.699951171875,1882.0,422945
2025-06-23,1980.6353759765625,1985.300048828125,1996.699951171875,1902.0999755859375,1904.9000244140625,914330
2025-06-24,1984.4263916015625,1989.0999755859375,1996.5,1949.4000244140625,1988.0,372184
2025-06-25,2053.86279296875,2058.699951171875,2098.699951171875,1985.199951171875,1990.0,666043
2025-06-26,2068.4287109375,2073.300048828125,2145.89990234375,2045.4000244140625,2088.5,1143820
2025-06-27,2257.88232421875,2263.199951171875,2370.199951171875,2022.199951171875,2079.0,1922178
2025-06-30,2165.30029296875,2170.39990234375,2225.0,2112.800048828125,2225.0,1210580
2025-07-01,2089.079833984375,2094.0,2201.300048828125,2076.199951171875,2180.0,766832
2025-07-02,1976.7445068359375,1981.4000244140625,2096.0,1973.4000244140625,2094.89990234375,895485
2025-07-03,2001.1868896484375,2005.9000244140625,2084.0,1989.199951171875,1989.199951171875,2212509
2025-07-04,2006.6739501953125,2011.4000244140625,2020.0,1983.0,2017.300048828125,427579
2025-07-07,1985.6236572265625,1990.300048828125,2017.9000244140625,1983.0999755859375,2012.5999755859375,212180
