Date,Adj Close,Close,High,Low,Open,Volume
2024-01-09,5679.50439453125,5683.14990234375,5796.9501953125,5656.0,5656.85009765625,46470
2024-01-10,5938.48779296875,5942.2998046875,5989.0,5637.2998046875,5700.0,70643
2024-01-11,5972.916015625,5976.75,6205.0498046875,5907.0498046875,5920.0,63110
2024-01-12,5911.955078125,5915.75,6048.9501953125,5852.0,5998.0,74276
2024-01-15,5896.86474609375,5900.64990234375,5994.75,5850.0,5937.89990234375,47591
2024-01-16,5913.80419921875,5917.60009765625,6024.2998046875,5881.0,5900.0,63158
2024-01-17,5866.4345703125,5870.2001953125,6025.0,5815.0,5887.60009765625,58227
2024-01-18,5935.5400390625,5939.35009765625,6015.5,5790.0498046875,5863.0,23546
2024-01-19,6127.61669921875,6131.5498046875,6280.0,5961.0,5961.0,37459
2024-01-23,5798.82763671875,5802.5498046875,6138.35009765625,5780.0,6094.14990234375,32347
2024-01-24,5669.66064453125,5673.2998046875,5699.0,5465.5498046875,5686.5,143108
2024-01-25,5885.7216796875,5889.5,6042.7001953125,5673.0498046875,5673.0498046875,45826
2024-01-29,5777.44140625,5781.14990234375,6035.0,5760.0,6000.10009765625,13022
2024-01-30,5610.8486328125,5614.4501953125,5850.0,5590.0,5832.9501953125,21545
2024-01-31,5926.0458984375,5929.85009765625,5946.0,5614.5,5614.5,33885
2024-02-01,5700.791015625,5704.4501953125,5970.0498046875,5679.9501953125,5970.0,25155
2024-02-02,5742.2646484375,5745.9501953125,5840.7001953125,5665.0,5788.0,14882
2024-02-05,6186.6787109375,6190.64990234375,6275.0,5715.39990234375,5772.0,71916
2024-02-06,6143.55615234375,6147.5,6520.0,6080.0,6225.0,83838
2024-02-07,6248.7890625,6252.7998046875,6379.9501953125,6192.10009765625,6200.5,26840
2024-02-08,6245.890625,6249.89990234375,6418.0,6211.35009765625,6288.0,21718
2024-02-09,6186.62890625,6190.60009765625,6298.0,6034.5,6287.89990234375,54047
2024-02-12,6004.5458984375,6008.39990234375,6298.0,5970.0498046875,6198.0,45076
2024-02-13,5948.181640625,5952.0,6027.0,5850.7998046875,6027.0,53170
2024-02-14,5871.38134765625,5875.14990234375,5995.9501953125,5850.0,5952.64990234375,34315
2024-02-15,5858.03955078125,5861.7998046875,6019.9501953125,5825.35009765625,5904.5,31355
2024-02-16,5977.013671875,5980.85009765625,6070.0,5872.14990234375,5872.14990234375,28877
2024-02-19,6209.6142578125,6213.60009765625,6250.0,5976.4501953125,5979.4501953125,41745
2024-02-20,6099.4345703125,6103.35009765625,6298.0,6061.5,6230.2001953125,11821
2024-02-21,5853.39306640625,5857.14990234375,6270.0,5812.0,6135.5,33344
2024-02-22,5815.6669921875,5819.39990234375,5897.9501953125,5737.9501953125,5888.0,43015
2024-02-23,5892.8671875,5896.64990234375,5990.0,5805.0,5844.9501953125,47481
2024-02-26,5877.42724609375,5881.2001953125,5950.0,5841.5,5925.0,11821
2024-02-27,5852.443359375,5856.2001953125,6040.0,5815.60009765625,5904.4501953125,21526
2024-02-28,5910.1064453125,5913.89990234375,5951.7001953125,5810.10009765625,5871.60009765625,22126
2024-02-29,6000.3486328125,6004.2001953125,6050.0,5853.5,5949.89990234375,17650
2024-03-01,6076.6494140625,6080.5498046875,6116.0,6005.0498046875,6046.5498046875,26232
2024-03-04,6097.9853515625,6101.89990234375,6243.75,6048.0498046875,6134.2998046875,71924
2024-03-05,6323.24072265625,6327.2998046875,6412.85009765625,6116.10009765625,6132.39990234375,242731
2024-03-06,6286.46435546875,6290.5,6457.2998046875,6113.4501953125,6365.0,38608
2024-03-07,6544.5986328125,6548.7998046875,6596.0,6299.0498046875,6299.0498046875,34922
2024-03-11,6517.41650390625,6521.60009765625,6800.0,6481.5,6620.0,65104
2024-03-12,6464.9501953125,6469.10009765625,6637.7998046875,6363.75,6582.25,30449
2024-03-13,6366.86376953125,6370.9501953125,6549.7001953125,6271.10009765625,6500.0,41320
2024-03-14,6713.791015625,6718.10009765625,6790.0,6300.0,6335.85009765625,58349
2024-03-15,6630.09423828125,6634.35009765625,6875.0,6500.0,6750.0,40094
2024-03-18,6499.2783203125,6503.4501953125,6698.0,6440.0,6698.0,27799
2024-03-19,6496.87939453125,6501.0498046875,6635.35009765625,6480.0498046875,6516.2998046875,17218
2024-03-20,6657.6767578125,6661.9501953125,6749.9501953125,6328.0,6546.89990234375,31354
2024-03-21,7237.3544921875,7242.0,7450.0,6680.0,6680.0,159934
2024-03-22,7174.14501953125,7178.75,7376.5,7094.89990234375,7240.0,71744
2024-03-26,6980.869140625,6985.35009765625,7183.60009765625,6951.0,6952.0,44066
2024-03-27,6999.806640625,7004.2998046875,7077.10009765625,6885.35009765625,6985.0,36568
2024-03-28,6967.22802734375,6971.7001953125,7148.0,6938.9501953125,7032.89990234375,24215
2024-04-01,7019.4443359375,7023.9501953125,7249.9501953125,6954.5,7033.25,34316
2024-04-02,6856.44921875,6860.85009765625,7130.0,6842.0,7079.60009765625,23813
2024-04-03,6920.90771484375,6925.35009765625,6953.0,6825.64990234375,6867.9501953125,17580
2024-04-04,6872.4384765625,6876.85009765625,7040.0498046875,6851.7001953125,6915.0498046875,20186
2024-04-05,7118.6806640625,7123.25,7222.14990234375,6814.39990234375,6861.2001953125,59151
2024-04-08,7535.8125,7540.64990234375,7581.0,7145.10009765625,7145.10009765625,84077
2024-04-09,7732.48681640625,7737.4501953125,7879.4501953125,7550.0498046875,7550.0498046875,122273
2024-04-10,7488.29345703125,7493.10009765625,7845.2998046875,7470.0498046875,7785.14990234375,51557
2024-04-12,7339.13916015625,7343.85009765625,7583.5,7291.14990234375,7514.7998046875,44029
2024-04-15,7194.33203125,7198.9501953125,7380.0,7080.0498046875,7234.60009765625,29444
2024-04-16,7557.29931640625,7562.14990234375,7629.5,7198.9501953125,7199.0,59916
2024-04-18,8283.232421875,8288.5498046875,8400.0,7624.7001953125,7624.7001953125,224896
2024-04-19,8244.3076171875,8249.599609375,8500.0,8030.0,8280.0498046875,182607
2024-04-22,8126.18408203125,8131.39990234375,8324.650390625,8081.0,8284.9501953125,42015
2024-04-23,8068.32080078125,8073.5,8129.0,7959.9501953125,8129.0,43871
2024-04-24,8207.482421875,8212.75,8363.9501953125,8110.10009765625,8199.0,37519
2024-04-25,9323.5146484375,9329.5,9821.9501953125,8035.7001953125,8208.900390625,527464
2024-04-26,8910.5302734375,8916.25,9637.849609375,8801.0498046875,9340.0,184591
2024-04-29,8660.4404296875,8666.0,9115.0,8601.0498046875,9115.0,85560
2024-04-30,9572.60546875,9578.75,9890.0,8695.9501953125,8762.650390625,396615
2024-05-02,9777.5732421875,9783.849609375,9989.849609375,9460.0,9575.0,280890
2024-05-03,9724.357421875,9730.599609375,9889.25,9571.0498046875,9750.0,111672
2024-05-06,9229.3251953125,9235.25,9762.9501953125,9156.349609375,9729.900390625,80862
2024-05-07,8883.3974609375,8889.099609375,9313.25,8750.75,9313.25,149067
2024-05-08,8915.9267578125,8921.650390625,9439.400390625,8820.2001953125,8879.0498046875,236582
2024-05-09,8947.806640625,8953.5498046875,9233.0,8901.900390625,9072.099609375,98948
2024-05-10,8755.7802734375,8761.400390625,9100.0,8713.4501953125,9063.150390625,60449
2024-05-13,9434.8935546875,9440.9501953125,9549.150390625,8761.400390625,8761.400390625,235698
2024-05-14,9780.322265625,9786.599609375,9849.0,9355.2998046875,9500.0,150360
2024-05-15,10738.7568359375,10745.650390625,10849.9501953125,9710.4501953125,9785.0,498202
2024-05-16,11231.390625,11238.599609375,12379.599609375,10706.5498046875,10800.0,1032288
2024-05-17,11076.5908203125,11083.7001953125,11636.7998046875,10839.4501953125,11387.25,347240
2024-05-21,10825.150390625,10832.099609375,11403.849609375,10688.0,11398.25,94437
2024-05-22,10327.9697265625,10334.599609375,11700.0,10180.0,11500.0,312421
2024-05-23,11078.3388671875,11085.4501953125,11200.0,10361.2998046875,10552.5,193359
2024-05-24,11047.158203125,11054.25,11200.0,10836.0,11200.0,75730
2024-05-27,10783.927734375,10790.849609375,11280.849609375,10755.0,11100.0,70014
2024-05-28,10429.9560546875,10436.650390625,10846.25,10180.0,10845.849609375,79283
2024-05-29,10716.8212890625,10723.7001953125,10948.9501953125,10321.150390625,10436.650390625,92444
2024-05-30,10647.365234375,10654.2001953125,10882.5498046875,10462.2998046875,10791.9501953125,53330
2024-05-31,10760.244140625,10767.150390625,10923.900390625,10644.150390625,10733.0,133809
2024-06-03,11094.828125,11101.9501953125,11450.0,10840.25,11450.0,83602
2024-06-04,9794.0634765625,9800.349609375,11198.0,9090.0,10915.0,130387
2024-06-05,10232.28125,10238.849609375,10343.650390625,9127.75,10046.7998046875,130726
2024-06-06,10440.9482421875,10447.650390625,10493.25,10250.0,10467.099609375,47306
2024-06-07,10481.87109375,10488.599609375,10680.0,10356.4501953125,10470.0,49872
2024-06-10,10470.9794921875,10477.7001953125,10841.900390625,10408.2001953125,10488.599609375,68895
2024-06-11,10361.3486328125,10368.0,10576.25,10300.0,10576.25,35729
2024-06-12,10482.5712890625,10489.2998046875,10750.0,10374.150390625,10374.150390625,69976
2024-06-13,10823.90234375,10830.849609375,11185.7998046875,10569.4501953125,10800.0,79906
2024-06-14,11082.7861328125,11089.900390625,11190.0,10830.849609375,10830.849609375,102921
2024-06-18,11344.2177734375,11351.5,11587.0,11190.0,11200.0,75413
2024-06-19,11368.453125,11375.75,11600.0,11053.099609375,11446.25,83328
2024-06-20,10966.2099609375,10973.25,11535.900390625,10900.0,11417.650390625,39323
2024-06-21,11102.0244140625,11109.150390625,11225.0498046875,10927.25,11110.5,53743
2024-06-24,11597.9052734375,11605.349609375,11849.0,11047.2001953125,11132.099609375,104175
2024-06-25,11407.5771484375,11414.900390625,12218.75,11300.0,11686.650390625,122031
2024-06-26,12622.8486328125,12630.9501953125,13058.75,11493.0,11525.400390625,158604
2024-06-27,12572.978515625,12581.0498046875,12925.25,12480.0,12694.0,67432
2024-06-28,12903.31640625,12911.599609375,13249.9501953125,12204.0498046875,12588.0,64554
2024-07-01,13003.802734375,13012.150390625,13542.400390625,12776.599609375,13029.900390625,98895
2024-07-02,13384.8583984375,13393.4501953125,13700.0,13050.0,13100.0,68644
2024-07-03,13950.544921875,13959.5,14382.0,13405.2001953125,13489.9501953125,177657
2024-07-04,13741.4287109375,13750.25,14187.7998046875,13651.0,14143.9501953125,80964
2024-07-05,14010.5556640625,14019.5498046875,14108.349609375,13500.0,13700.0,68534
2024-07-08,13747.326171875,13756.150390625,14123.900390625,13700.0,13900.0,40340
2024-07-09,13480.2978515625,13488.9501953125,13960.0,13401.0,13756.2001953125,41865
2024-07-10,12849.251953125,12857.5,13684.650390625,12767.25,13524.9501953125,76245
2024-07-11,12672.7666015625,12680.900390625,13369.099609375,12600.0,12857.5,48547
2024-07-12,12354.26953125,12362.2001953125,12990.0,12150.0,12860.0,48038
2024-07-15,12052.4140625,12060.150390625,12321.0498046875,11708.2998046875,12251.0,76029
2024-07-16,12047.7666015625,12055.5,12650.0,11980.0,12201.0498046875,74129
2024-07-18,11820.9619140625,11828.5498046875,12400.0,11699.599609375,12250.0,61546
2024-07-19,11183.1708984375,11190.349609375,12145.0498046875,11077.5498046875,11931.849609375,86571
2024-07-22,11261.12109375,11268.349609375,11620.099609375,10980.400390625,11160.0,44190
2024-07-23,11389.4892578125,11396.7998046875,11549.900390625,10915.849609375,11408.0498046875,54777
2024-07-24,12022.5830078125,12030.2998046875,12202.7998046875,11410.099609375,11454.0498046875,74363
2024-07-25,11742.7626953125,11750.2998046875,12300.0,11525.0,11988.0,84682
2024-07-26,11540.1923828125,11547.599609375,11799.9501953125,11340.900390625,11770.0,79745
2024-07-29,11890.4169921875,11898.0498046875,11939.9501953125,11511.400390625,11668.7998046875,68224
2024-07-30,11864.6845703125,11872.2998046875,12049.900390625,11740.5,11982.099609375,44806
2024-07-31,11599.6533203125,11607.099609375,11934.849609375,11510.2001953125,11777.0498046875,29788
2024-08-01,12384.2001953125,12392.150390625,12540.900390625,11707.599609375,11751.7001953125,98631
2024-08-02,12031.826171875,12039.5498046875,12673.7001953125,11988.25,12392.099609375,56046
2024-08-05,11581.81640625,11589.25,11986.150390625,11381.0,11642.099609375,59470
2024-08-06,10903.951171875,10910.9501953125,11980.0,10805.400390625,11589.25,71665
2024-08-07,10933.28125,10940.2998046875,11387.9501953125,10830.0,11180.9501953125,42396
2024-08-08,10993.1435546875,11000.2001953125,11250.0,10807.0498046875,10970.0,43354
2024-08-09,11003.736328125,11010.7998046875,11339.9501953125,10900.0,11339.9501953125,30221
2024-08-12,11507.4130859375,11514.7998046875,11611.849609375,10804.9501953125,11010.7998046875,45199
2024-08-13,11367.5029296875,11374.7998046875,11780.0,11250.0,11575.400390625,30750
2024-08-14,11117.4267578125,11120.650390625,11474.9501953125,11010.0,11369.400390625,14307
2024-08-16,11825.2705078125,11828.7001953125,11860.0,11145.0,11150.0,35705
2024-08-19,12342.62109375,12346.2001953125,12425.0,11883.150390625,12099.0,45784
2024-08-20,12402.3037109375,12405.900390625,12514.75,11950.0,12300.0,48574
2024-08-21,12410.6513671875,12414.25,12518.2001953125,12141.099609375,12486.5,25598
2024-08-22,12046.45703125,12049.9501953125,12395.9501953125,11976.0,12395.9501953125,39026
2024-08-23,12198.662109375,12202.2001953125,12241.650390625,11860.0,12049.9501953125,21634
2024-08-26,12027.76171875,12031.25,12296.0,11950.0498046875,12288.0,21560
2024-08-27,12172.6201171875,12176.150390625,12227.9501953125,11986.7998046875,12055.7998046875,15535
2024-08-28,12190.5146484375,12194.0498046875,12346.75,12025.7998046875,12125.5498046875,27729
2024-08-29,11766.587890625,11770.0,12258.0498046875,11740.0,12203.0,23371
2024-08-30,12091.54296875,12095.0498046875,12211.650390625,11640.0,11770.0,40202
2024-09-02,11876.255859375,11879.7001953125,12158.7001953125,11675.0,12120.0,31777
2024-09-03,11642.5244140625,11645.900390625,11970.650390625,11501.650390625,11874.0,20058
2024-09-04,11742.294921875,11745.7001953125,11795.9501953125,11403.099609375,11600.0,32033
2024-09-05,11761.7890625,11765.2001953125,11840.150390625,11582.0,11740.0,40074
2024-09-06,11620.080078125,11623.4501953125,11827.099609375,11505.2001953125,11827.099609375,28258
2024-09-09,11433.5849609375,11436.900390625,11597.5498046875,11210.0,11517.7998046875,44298
2024-09-10,11899.548828125,11903.0,11998.4501953125,11333.0,11333.0,38556
2024-09-11,12162.1728515625,12165.7001953125,12250.0,11803.0498046875,11903.0498046875,41252
2024-09-12,12304.78125,12308.349609375,12350.0,12000.0,12196.2998046875,25686
2024-09-13,12819.1318359375,12822.849609375,12900.0,12410.0,12700.7001953125,39066
2024-09-16,13184.5263671875,13188.349609375,13250.0,12654.900390625,12830.0,44840
2024-09-17,13135.5908203125,13139.400390625,13533.150390625,12800.0,13188.349609375,44036
2024-09-18,12923.4521484375,12927.2001953125,13275.0,12815.150390625,13139.400390625,18329
2024-09-19,12691.1689453125,12694.849609375,12990.9501953125,12535.0498046875,12818.0498046875,24302
2024-09-20,12799.8876953125,12803.599609375,13100.25,12456.0498046875,12694.7998046875,149015
2024-09-23,12719.1611328125,12722.849609375,13040.0,12656.0,12779.0,20940
2024-09-24,12795.439453125,12799.150390625,12900.0,12619.0,12766.0498046875,19232
2024-09-25,13342.8310546875,13346.7001953125,13555.5498046875,12787.599609375,12800.0,68954
2024-09-26,13512.0810546875,13516.0,13638.0,13081.2998046875,13188.0,50749
2024-09-27,13643.7431640625,13647.7001953125,14231.2001953125,13328.25,13587.4501953125,74541
2024-09-30,14541.0830078125,14545.2998046875,14839.849609375,13435.150390625,13690.0,75341
2024-10-01,14274.7607421875,14278.900390625,14849.9501953125,14155.5,14600.0,41973
2024-10-03,14052.375,14056.4501953125,14238.9501953125,13935.0,14238.9501953125,24665
2024-10-04,14011.4365234375,14015.5,14671.2001953125,13752.0498046875,14056.400390625,44534
2024-10-07,13639.294921875,13643.25,14525.0,13500.099609375,14015.5,40492
2024-10-08,14051.1748046875,14055.25,14187.9501953125,13324.5,13639.9501953125,30986
2024-10-09,14476.6015625,14480.7998046875,15167.9501953125,14095.0,14150.0,114257
2024-10-10,15955.5234375,15960.150390625,16380.0,14760.400390625,15100.0,269291
2024-10-11,15894.5908203125,15899.2001953125,16549.94921875,15557.4501953125,15748.150390625,121443
2024-10-14,15917.2333984375,15921.849609375,16400.0,15702.150390625,15899.2001953125,58430
2024-10-15,16113.77734375,16118.4501953125,16280.0,15802.349609375,15967.5,60009
2024-10-16,16067.7412109375,16072.400390625,16300.0,15953.7001953125,16180.5,36362
2024-10-17,15798.0693359375,15802.650390625,16060.0,15561.2998046875,15980.0,26410
2024-10-18,15527.046875,15531.5498046875,15751.0,15220.25,15751.0,70624
2024-10-21,14927.12109375,14931.4501953125,15799.849609375,14800.0,15699.0,20398
2024-10-22,13876.525390625,13880.5498046875,14901.0,13762.5,14901.0,50951
2024-10-23,13740.115234375,13744.099609375,14312.2998046875,13596.599609375,13880.599609375,47371
2024-10-24,13763.2587890625,13767.25,14019.9501953125,13523.2001953125,13814.9501953125,25938
2024-10-25,13305.591796875,13309.4501953125,13979.9501953125,13024.7001953125,13800.0,53113
2024-10-28,13605.7548828125,13609.7001953125,13906.0,13230.0498046875,13300.0,28939
2024-10-29,14249.4169921875,14253.5498046875,14450.0,13241.349609375,13494.0,66680
2024-10-30,13691.87890625,13695.849609375,14660.599609375,13125.0,14500.0,133601
2024-10-31,13814.9931640625,13819.0,13945.0,13418.7998046875,13602.400390625,36829
2024-11-01,13919.712890625,13923.75,14040.4501953125,13800.0,13800.0,4695
2024-11-04,13965.3505859375,13969.400390625,14289.900390625,13590.2001953125,13921.0498046875,38388
2024-11-05,13982.2451171875,13986.2998046875,14300.0,13761.4501953125,13969.400390625,34623
2024-11-06,14812.9541015625,14817.25,14945.0,14000.0,14099.9501953125,63998
2024-11-07,14349.6884765625,14353.849609375,14940.0,14200.0,14895.150390625,57291
2024-11-08,14035.279296875,14039.349609375,14429.150390625,13851.0,14423.0,23164
2024-11-11,13487.888671875,13491.7998046875,13900.0,12726.0498046875,13900.0,102600
2024-11-12,12949.044921875,12952.7998046875,13490.099609375,12800.0,13485.7998046875,111696
2024-11-13,12117.736328125,12121.25,12896.2998046875,11709.0498046875,12850.0,154186
2024-11-14,11778.93359375,11782.349609375,12295.099609375,11716.0498046875,12121.25,126619
2024-11-18,11388.84765625,11392.150390625,11790.400390625,11220.900390625,11782.2998046875,113311
2024-11-19,11726.0,11729.400390625,12134.9501953125,11300.2998046875,11419.9501953125,106159
2024-11-21,11408.3916015625,11411.7001953125,11688.849609375,10925.4501953125,11688.849609375,124056
2024-11-22,11509.7119140625,11513.0498046875,11620.0498046875,11180.0498046875,11437.099609375,84820
2024-11-25,11656.8193359375,11660.2001953125,12332.5498046875,11500.0,12000.0,311083
2024-11-26,12333.623046875,12337.2001953125,12825.0,12245.0,12500.0,179427
2024-11-27,12135.080078125,12138.599609375,12598.2001953125,12081.150390625,12500.0,87518
2024-11-28,12219.5556640625,12223.099609375,12400.0,12039.7998046875,12236.349609375,42958
2024-11-29,11975.0771484375,11978.5498046875,12300.0498046875,11800.0,12300.0,48544
2024-12-02,12260.744140625,12264.2998046875,12350.0,11562.099609375,11980.0,70697
2024-12-03,12217.4072265625,12220.9501953125,12436.0,12130.150390625,12226.25,49848
2024-12-04,12102.0400390625,12105.5498046875,12295.4501953125,11950.0498046875,12205.099609375,61502
2024-12-05,11895.7998046875,11899.25,12134.849609375,11761.0,12134.849609375,75869
2024-12-06,12071.44921875,12074.9501953125,12130.099609375,11720.0,11953.5,55410
2024-12-09,12449.189453125,12452.7998046875,12550.0,11950.0,12110.0498046875,47481
2024-12-10,12497.7255859375,12501.349609375,12596.7998046875,12111.900390625,12596.7998046875,21990
2024-12-11,12641.6337890625,12645.2998046875,12699.0,12441.0,12580.0,29711
2024-12-12,13126.8935546875,13130.7001953125,13238.9501953125,12656.5498046875,12735.0,59799
2024-12-13,12986.234375,12990.0,13129.9501953125,12680.0,13125.0,45942
2024-12-16,13168.1318359375,13171.9501953125,13282.0,12850.0,13024.7001953125,32489
2024-12-17,13195.173828125,13199.0,13350.0,13149.0,13234.5,33071
2024-12-18,12837.626953125,12841.349609375,13199.0498046875,12666.0,13199.0498046875,48855
2024-12-19,13116.8466796875,13120.650390625,13249.0,12301.099609375,12400.0,55373
2024-12-20,13312.58984375,13316.4501953125,13441.150390625,13092.0498046875,13120.650390625,72185
2024-12-23,13585.66015625,13589.599609375,13635.0,13106.099609375,13410.25,50680
2024-12-24,14026.8828125,14030.9501953125,14125.0,13333.0,13589.599609375,44301
2024-12-26,14328.14453125,14332.2998046875,14540.0,14001.0498046875,14005.0,51228
2024-12-27,14683.1923828125,14687.4501953125,14780.900390625,14137.9501953125,14300.0,44177
2024-12-30,14306.7509765625,14310.900390625,15088.900390625,13973.5498046875,14704.0,141944
2024-12-31,14408.021484375,14412.2001953125,14733.9501953125,14110.0,14400.0,50499
2025-01-01,15424.02734375,15428.5,15685.7001953125,14297.7001953125,14412.2001953125,115862
2025-01-02,15164.8525390625,15169.25,15473.400390625,14901.0,15325.0,64973
2025-01-03,15127.013671875,15131.400390625,15412.900390625,15100.0,15294.349609375,45266
2025-01-06,14762.369140625,14766.650390625,15223.900390625,14634.900390625,15131.400390625,49734
2025-01-07,14707.7841796875,14712.0498046875,14950.0,14490.25,14782.4501953125,35982
2025-01-08,14300.9521484375,14305.099609375,14766.849609375,14202.650390625,14708.0,37249
2025-01-09,13829.6396484375,13833.650390625,14450.0,13700.0,14305.099609375,31893
2025-01-10,13432.4541015625,13436.349609375,13923.5,13214.75,13866.0,42080
2025-01-13,12720.361328125,12724.0498046875,13518.75,12550.0,13236.349609375,42954
2025-01-14,13424.20703125,13428.099609375,13640.0,12741.5498046875,12799.900390625,99738
2025-01-15,12668.326171875,12672.0,13399.0,12515.0,13270.0,78121
2025-01-16,13051.96484375,13055.75,13366.0,12810.0,12983.25,53888
2025-01-17,12913.3544921875,12917.099609375,13317.0,12825.0498046875,13066.5,36438
2025-01-20,12902.7578125,12906.5,13278.0,12558.5,13278.0,48256
2025-01-21,12869.8173828125,12873.5498046875,13184.9501953125,12650.0,12900.0,46451
2025-01-22,12106.7890625,12110.2998046875,12999.900390625,11905.5,12999.900390625,58478
2025-01-23,11817.7236328125,11821.150390625,12279.7998046875,11700.0498046875,11700.0498046875,51133
2025-01-24,11407.591796875,11410.900390625,11954.150390625,11266.0,11869.7001953125,66267
2025-01-27,10928.5810546875,10931.75,11552.0,10834.9501953125,11410.900390625,73552
2025-01-28,9618.9609375,9621.75,10920.0,8801.0,10920.0,511391
2025-01-29,10228.2841796875,10231.25,10700.0,9360.0498046875,9460.0,266916
2025-01-30,12273.9404296875,12277.5,12277.5,11200.0,11444.0,583770
2025-01-31,12859.8203125,12863.5498046875,14674.0,12280.0,12550.0,649915
2025-02-01,12202.7607421875,12206.2998046875,13199.900390625,11801.0,13000.0,162824
2025-02-03,11744.693359375,11748.099609375,12088.0,11025.4501953125,11600.0,271683
2025-02-04,12025.8623046875,12029.349609375,12445.0,11473.650390625,12000.0,207500
2025-02-05,11921.892578125,11925.349609375,12367.099609375,11855.150390625,12255.0,78475
2025-02-06,12280.388671875,12283.9501953125,12625.5,11950.0,11950.0,153233
2025-02-07,12270.44140625,12274.0,12596.0,12200.2001953125,12386.2998046875,78105
2025-02-10,12223.35546875,12226.900390625,12800.0498046875,12020.0,12800.0,84663
2025-02-11,11735.396484375,11738.7998046875,12276.099609375,11596.2001953125,12226.9501953125,77556
2025-02-12,11713.353515625,11716.75,11790.0,11011.099609375,11729.099609375,107699
2025-02-13,11751.7919921875,11755.2001953125,12005.0,11627.400390625,11750.0,66552
2025-02-14,11286.076171875,11289.349609375,11867.25,11110.0498046875,11787.7998046875,72367
2025-02-17,10862.19921875,10865.349609375,11282.0,10701.0,11100.0,95424
2025-02-18,10491.0576171875,10494.099609375,11238.0,10300.0,10974.5498046875,154616
2025-02-19,10599.8759765625,10602.9501953125,11137.2998046875,10381.7998046875,10495.0,141491
2025-02-20,11294.375,11297.650390625,11380.9501953125,10407.5498046875,10450.0,142450
2025-02-21,11563.74609375,11567.099609375,11623.0,11050.0,11275.0,128518
2025-02-24,11604.28515625,11607.650390625,12018.2001953125,11160.0,11249.9501953125,186590
2025-02-25,11794.4794921875,11797.900390625,11989.9501953125,11513.0,11650.0,103341
2025-02-27,11561.8974609375,11565.25,11827.2998046875,11415.0,11760.099609375,73467
2025-02-28,11281.078125,11284.349609375,11584.099609375,11123.599609375,11310.0,76321
2025-03-03,11751.341796875,11754.75,11820.0,11085.9501953125,11297.599609375,100843
2025-03-04,12183.81640625,12187.349609375,12342.849609375,11475.0,11600.0,133116
2025-03-05,13187.275390625,13191.099609375,13300.0,12201.0498046875,12205.5,203286
2025-03-06,13609.0537109375,13613.0,13955.0,13272.4501953125,13447.400390625,277267
2025-03-07,13045.56640625,13049.349609375,13639.2001953125,12900.0,13543.7001953125,111677
2025-03-10,12711.11328125,12714.7998046875,13091.099609375,12600.7998046875,12800.0,81163
2025-03-11,12166.0712890625,12169.599609375,12842.599609375,12121.150390625,12585.150390625,116095
2025-03-12,12167.021484375,12170.5498046875,12335.400390625,11940.7001953125,12169.9501953125,106276
2025-03-13,12030.01171875,12033.5,12429.9501953125,11927.2001953125,12200.0,95240
2025-03-17,12659.6787109375,12663.349609375,12900.0,11960.5498046875,12033.4501953125,215600
2025-03-18,12659.6787109375,12663.349609375,12663.349609375,12663.349609375,12663.349609375,0
2025-03-19,11796.8291015625,11800.25,12050.75,11751.0,12000.0,143477
2025-03-20,11883.7041015625,11887.150390625,12128.849609375,11811.099609375,11900.0,140469
2025-03-21,12056.2041015625,12059.7001953125,12351.0,11851.2001953125,11961.5,186687
2025-03-24,12251.59765625,12255.150390625,12535.0,12150.2001953125,12250.0,131842
2025-03-25,12138.0791015625,12141.599609375,12498.0,11974.0498046875,12360.0498046875,100468
2025-03-26,12169.3203125,12172.849609375,12345.0,12120.5,12200.0,65913
2025-03-27,12944.1962890625,12947.9501953125,13275.0,11950.0,12237.849609375,233784
2025-03-28,12649.9814453125,12653.650390625,12986.599609375,12550.0,12986.599609375,117075
2025-04-01,12276.9892578125,12280.5498046875,12653.5,12236.0,12600.0,72223
2025-04-02,12430.095703125,12433.7001953125,12484.0,12235.0498046875,12337.599609375,58221
2025-04-03,12402.4033203125,12406.0,12499.0,12253.150390625,12397.7001953125,59503
2025-04-04,12116.5361328125,12120.0498046875,12490.5498046875,11990.099609375,12458.75,83992
2025-04-07,11517.509765625,11520.849609375,11762.9501953125,10400.0,10400.0,86082
2025-04-08,11662.7177734375,11666.099609375,11839.650390625,11406.5498046875,11775.0,68040
2025-04-09,11350.158203125,11353.4501953125,11709.9501953125,11298.0,11700.5,47287
2025-04-11,11975.8271484375,11979.2998046875,12075.0,11519.0498046875,11650.0,90524
2025-04-15,12570.3544921875,12574.0,12844.0,12063.0,12200.0,100045
2025-04-16,12691.3193359375,12695.0,12893.0,12579.0,12579.0,78815
2025-04-17,13202.1708984375,13206.0,13350.0,12603.0,12720.0,119534
2025-04-21,13449.099609375,13453.0,13517.0,13153.0,13206.0,87580
2025-04-22,13797.9990234375,13802.0,13857.0,13353.0,13390.0,88090
2025-04-23,13905.966796875,13910.0,14094.0,13697.0,13900.0,73491
2025-04-24,13919.962890625,13924.0,14050.0,13674.0,13674.0,55683
2025-04-25,13495.0859375,13499.0,13979.0,13360.0,13924.0,88270
2025-04-28,13956.9521484375,13961.0,14000.0,13389.0,13414.0,56019
2025-04-29,14386.828125,14391.0,14440.0,13962.0,14050.0,66435
2025-04-30,14524.7880859375,14529.0,14900.0,14299.0,14415.0,95157
